0.19;0.19;0.13;0.02;0.12;0.08;0.09;0.07;0.08;0.17;0.03
0.19;0.19;0.13;0.02;0.12;0.08;0.09;0.07;0.08;0.17;0.03
0.19;0.19;0.13;0.02;0.12;0.08;0.09;0.07;0.08;0.17;0.03
0.19;0.19;0.13;0.01;0.10;0.08;0.08;0.07;0.08;0.17;0.02
0.28;0.29;0.18;0.02;0.10;0.36;0.22;0.07;0.21;0.09;0.14
0.28;0.29;0.18;0.01;0.09;0.36;0.22;0.07;0.21;0.09;0.13
0.28;0.29;0.18;0.00;0.08;0.36;0.20;0.07;0.21;0.09;0.12
0.28;0.29;0.18;-0.01;0.07;0.36;0.19;0.07;0.21;0.09;0.10
0.32;0.33;0.27;0.04;0.42;0.31;0.35;0.07;0.27;0.30;0.34
0.32;0.33;0.27;0.02;0.40;0.31;0.33;0.07;0.27;0.30;0.31
0.32;0.33;0.27;-0.01;0.37;0.31;0.30;0.07;0.27;0.30;0.28
0.32;0.33;0.27;-0.05;0.34;0.31;0.27;0.07;0.27;0.30;0.25
0.28;0.19;0.30;-0.10;0.21;0.19;0.05;0.07;0.37;0.30;-0.01
0.28;0.19;0.30;-0.15;0.16;0.19;0.00;0.07;0.37;0.30;-0.05
0.28;0.19;0.30;-0.20;0.11;0.19;-0.05;0.07;0.37;0.30;-0.11
0.28;0.19;0.30;-0.26;0.06;0.19;-0.11;0.07;0.37;0.30;-0.16
0.19;0.19;0.23;-0.37;-0.26;0.17;-0.17;0.15;0.10;0.11;-0.22
0.19;0.19;0.23;-0.43;-0.33;0.17;-0.23;0.15;0.10;0.11;-0.28
0.19;0.19;0.23;-0.49;-0.39;0.17;-0.29;0.15;0.10;0.11;-0.34
0.19;0.19;0.23;-0.55;-0.44;0.17;-0.35;0.15;0.10;0.11;-0.40
0.19;0.19;0.18;-0.61;-0.41;0.17;-0.40;0.24;0.10;0.11;-0.45
0.19;0.19;0.18;-0.65;-0.45;0.17;-0.44;0.24;0.10;0.11;-0.50
0.19;0.19;0.18;-0.68;-0.48;0.17;-0.47;0.24;0.10;0.11;-0.53
0.19;0.19;0.18;-0.70;-0.50;0.17;-0.49;0.24;0.10;0.11;-0.55
0.28;0.19;0.30;-0.70;-0.28;0.17;-0.50;0.27;0.17;0.30;-0.31
0.28;0.19;0.30;-0.70;-0.27;0.17;-0.49;0.27;0.17;0.30;-0.30
0.28;0.19;0.30;-0.68;-0.25;0.17;-0.47;0.27;0.17;0.30;-0.28
0.28;0.19;0.30;-0.64;-0.22;0.17;-0.44;0.27;0.17;0.30;-0.25
0.32;0.19;0.13;-0.55;-0.23;0.17;-0.22;0.24;0.10;0.30;-0.24
0.32;0.19;0.13;-0.49;-0.18;0.17;-0.17;0.24;0.10;0.30;-0.18
0.32;0.19;0.13;-0.44;-0.13;0.17;-0.11;0.24;0.10;0.30;-0.13
0.32;0.19;0.13;-0.38;-0.06;0.17;-0.05;0.24;0.10;0.30;-0.07
0.19;0.19;0.13;-0.37;-0.18;0.17;-0.17;0.11;0.29;0.11;-0.22
0.19;0.19;0.13;-0.31;-0.12;0.17;-0.11;0.11;0.29;0.11;-0.16
0.19;0.19;0.13;-0.25;-0.06;0.17;-0.05;0.11;0.29;0.11;-0.11
0.19;0.19;0.13;-0.20;-0.01;0.17;0.00;0.11;0.29;0.11;-0.05
0.19;0.19;0.13;-0.16;0.04;0.17;0.05;0.11;0.29;0.09;-0.01
0.19;0.19;0.13;-0.12;0.08;0.17;0.09;0.11;0.29;0.09;0.03
0.19;0.19;0.13;-0.08;0.11;0.17;0.12;0.11;0.29;0.09;0.07
0.19;0.19;0.13;-0.06;0.14;0.17;0.15;0.11;0.29;0.09;0.09
0.19;0.19;0.13;-0.04;0.37;0.17;0.38;0.11;0.12;0.30;0.24
0.19;0.19;0.13;-0.02;0.38;0.17;0.40;0.11;0.12;0.30;0.26
0.19;0.19;0.13;-0.01;0.40;0.17;0.42;0.11;0.12;0.30;0.27
0.19;0.19;0.13;0.01;0.41;0.17;0.43;0.11;0.12;0.30;0.29
0.19;0.19;0.13;0.02;0.21;0.17;0.22;0.20;0.12;0.11;0.17
0.19;0.19;0.13;0.03;0.22;0.17;0.23;0.20;0.12;0.11;0.17
0.19;0.19;0.13;0.03;0.22;0.17;0.23;0.20;0.12;0.11;0.18
0.19;0.19;0.13;0.04;0.23;0.17;0.24;0.20;0.12;0.11;0.18
0.24;0.25;0.18;0.08;0.40;0.17;0.42;0.25;0.21;0.11;0.43
0.24;0.25;0.18;0.08;0.40;0.17;0.42;0.25;0.21;0.11;0.43
0.24;0.25;0.18;0.09;0.40;0.17;0.42;0.25;0.21;0.11;0.43
0.24;0.25;0.18;0.09;0.41;0.17;0.42;0.25;0.21;0.11;0.43
0.28;0.29;0.23;0.10;0.49;0.17;0.51;0.31;0.35;0.30;0.53
0.28;0.29;0.23;0.10;0.49;0.17;0.51;0.31;0.35;0.30;0.53
0.28;0.29;0.23;0.10;0.49;0.17;0.51;0.31;0.35;0.30;0.53
0.28;0.29;0.23;0.10;0.49;0.17;0.51;0.31;0.35;0.30;0.53
0.22;0.23;0.21;0.06;0.29;0.25;0.30;0.22;0.21;0.22;0.28
0.22;0.23;0.21;0.06;0.29;0.25;0.30;0.22;0.21;0.22;0.28
0.22;0.23;0.21;0.06;0.29;0.25;0.30;0.22;0.21;0.22;0.28
0.22;0.23;0.21;0.06;0.29;0.25;0.30;0.22;0.21;0.22;0.28
0.07;0.19;0.30;0.04;0.29;0.36;0.30;0.18;0.10;0.17;0.28
0.07;0.19;0.30;0.04;0.29;0.36;0.30;0.18;0.10;0.17;0.28
0.07;0.19;0.30;0.04;0.29;0.36;0.30;0.18;0.10;0.17;0.28
0.07;0.19;0.30;0.04;0.29;0.36;0.30;0.18;0.10;0.17;0.28
0.07;0.10;0.32;0.03;0.23;0.17;0.12;0.15;0.17;0.17;0.09
0.07;0.10;0.32;0.03;0.23;0.17;0.12;0.15;0.17;0.17;0.09
0.07;0.10;0.32;0.03;0.23;0.17;0.12;0.15;0.17;0.17;0.09
0.07;0.10;0.32;0.03;0.23;0.17;0.12;0.15;0.17;0.17;0.09
0.07;0.08;0.23;0.02;0.12;0.08;0.12;0.24;0.17;0.11;0.03
0.07;0.08;0.23;0.02;0.12;0.08;0.12;0.24;0.17;0.11;0.03
0.07;0.08;0.23;0.02;0.12;0.08;0.12;0.24;0.17;0.11;0.03
0.07;0.08;0.23;0.02;0.12;0.08;0.12;0.24;0.17;0.11;0.03
